site	qk	fk
10821	0.458	0.287
10822	0.458	0.117
10823	0.604	0.435
10824	0.604	0.96
10825	0.583	0.157
10826	0.542	0.87
10827	0.833	0.793
10828	0.417	0.51
10829	0.417	0.143
10830	0.583	0.259
10831	0.375	0.051
10832	0.625	0.344
10833	0.604	0.416
10834	0.521	0.101
10835	0.521	0.954
10836	0.583	0.522
10837	0.521	0.541
10838	0.5	0.473
10839	0.667	0.975
10840	0.417	0.057
10841	0.604	0.784
10842	0.438	0.234
10843	0.438	0.293
10844	0.542	0.122
10845	0.604	0.023
10846	0.479	0.252
10847	0.479	0.768
10848	0.688	0.866
10849	0.542	0.499
10850	0.563	0.311
10851	0.542	0.416
10852	0.542	0.265
10853	0.479	0.449
10854	0.542	0.715
10855	0.396	0.761
10856	0.563	0.691
10857	0.583	0.311
10858	0.5	0.393
10859	0.646	0.695
10860	0.542	0.131
10861	0.5	0.419
10862	0.521	0.798
10863	0.438	0.054
10864	0.75	0.817
10865	0.458	0.627
10866	0.646	0.723
10867	0.563	0.627
10868	0.563	0.787
10869	0.5	0.071
10870	0.542	0.297
10871	0.479	0.056
10872	0.542	0.717
10873	0.521	0.444
10874	0.667	0.706
10875	0.479	0.403
10876	0.646	0.299
10877	0.479	0.098
10878	0.563	0.32
10879	0.563	0.279
10880	0.646	0.631
10881	0.333	0.144
10882	0.625	0.434
10883	0.583	0.261
10884	0.521	0.563
10885	0.688	0.52
10886	0.521	0.384
10887	0.708	0.388
10888	0.563	0.632
10889	0.458	0.136
10890	0.542	0.209
10891	0.521	0.644
10892	0.458	0.321
10893	0.479	0.28
10894	0.625	0.845
10895	0.604	0.654
10896	0.479	0.809
10897	0.667	0.824
10898	0.625	0.924
10899	0.563	0.011
10900	0.542	0.343
10901	0.458	0.334
10902	0.5	0.427
10903	0.646	0.622
10904	0.438	0.749
10905	0.563	0.475
10906	0.396	0.102
10907	0.646	0.528
10908	0.396	0.122
10909	0.521	0.147
10910	0.729	0.346
10911	0.521	0.181
10912	0.583	0.526
10913	0.604	0.923
10914	0.521	0.234
10915	0.625	0.335
10916	0.542	0.557
10917	0.479	0.41
10918	0.542	0.593
10919	0.5	0.779
10920	0.438	0.085
10921	0.542	0.806
10922	0.583	0.877
10923	0.479	0.894
10924	0.604	0.404
10925	0.479	0.692
10926	0.563	0.143
10927	0.438	0.054
10928	0.521	0.58
10929	0.354	0.096
10930	0.396	0.014
10931	0.438	0.319
10932	0.521	0.335
10933	0.521	0.129
10934	0.563	0.367
10935	0.563	0.791
10936	0.563	0.308
10937	0.542	0.166
10938	0.625	0.908
10939	0.667	0.359
10940	0.583	0.867
10941	0.667	0.498
10942	0.646	0.217
10943	0.729	0.876
10944	0.5	0.526
10945	0.604	0.066
10946	0.396	0.111
10947	0.521	0.465
10948	0.688	0.577
10949	0.708	0.207
10950	0.542	0.065
10951	0.604	0.374
10952	0.583	0.909
10953	0.563	0.793
10954	0.417	0.103
10955	0.458	0.221
10956	0.604	0.743
10957	0.667	0.107
10958	0.542	0.928
10959	0.625	0.365
10960	0.375	0.198
10961	0.542	0.884
10962	0.521	0.328
10963	0.354	0.094
10964	0.625	0.877
10965	0.458	0.76
10966	0.604	0.026
10967	0.563	0.374
10968	0.479	0.21
10969	0.521	0.207
10970	0.563	0.304
10971	0.479	0.488
10972	0.438	0.576
10973	0.625	0.56
10974	0.583	0.553
10975	0.5	0.083
10976	0.479	0.912
10977	0.583	0.398
10978	0.479	0.482
10979	0.604	0.563
10980	0.563	0.71
10981	0.458	0.47
10982	0.521	0.207
10983	0.563	0.706
10984	0.458	0.077
10985	0.5	0.048
10986	0.5	0.7
10987	0.583	0.75
10988	0.583	0.492
10989	0.604	0.362
10990	0.583	0.119
10991	0.604	0.57
10992	0.458	0.147
10993	0.438	0.718
10994	0.625	0.958
10995	0.542	0.602
10996	0.479	0.635
10997	0.438	0.42
10998	0.542	0.578
10999	0.667	0.25
11000	0.542	0.548
11001	0.521	0.837
11002	0.458	0.948
11003	0.521	0.775
11004	0.5	0.15
11005	0.479	0.038
11006	0.542	0.689
11007	0.583	0.649
11008	0.583	0.293
11009	0.542	0.283
11010	0.5	0.63
11011	0.563	0.905
11012	0.625	0.95
11013	0.667	0.495
11014	0.604	0.235
11015	0.5	0.165
11016	0.458	0.296
11017	0.458	0.027
11018	0.646	0.218
11019	0.375	0.112
11020	0.521	0.417
11021	0.625	0.252
11022	0.625	0.138
11023	0.542	0.301
11024	0.354	0.088
11025	0.479	0.334
11026	0.604	0.505
11027	0.563	0.175
11028	0.438	0.978
11029	0.563	0.245
11030	0.583	0.812
11031	0.458	0.618
11032	0.521	0.331
11033	0.563	0.498
11034	0.5	0.725
11035	0.521	0.321
11036	0.521	0.579
11037	0.479	0.103
11038	0.563	0.669
11039	0.646	0.828
11040	0.479	0.751
11041	0.438	0.104
11042	0.5	0.411
11043	0.646	0.86
11044	0.333	0.282
11045	0.521	0.87
11046	0.604	0.348
11047	0.542	0.746
11048	0.563	0.568
11049	0.583	0.371
11050	0.542	0.293
11051	0.604	0.247
11052	0.625	0.609
11053	0.708	0.584
11054	0.542	0.888
11055	0.708	0.531
11056	0.542	0.746
11057	0.5	0.174
11058	0.521	0.339
11059	0.542	0.303
11060	0.458	0.432
11061	0.417	0.098
11062	0.417	0.416
11063	0.542	0.724
11064	0.542	0.059
11065	0.375	0.508
11066	0.688	0.887
11067	0.458	0.23
11068	0.563	0.749
11069	0.438	0.128
11070	0.458	0.073
11071	0.542	0.967
11072	0.5	0.288
11073	0.604	0.704
11074	0.563	0.834
11075	0.521	0.385
11076	0.604	0.52
11077	0.604	0.674
11078	0.604	0.284
11079	0.542	0.898
11080	0.458	0.123
11081	0.521	0.287
11082	0.521	0.08
11083	0.604	0.65
11084	0.625	0.752
11085	0.646	0.74
11086	0.5	0.114
11087	0.583	0.706
11088	0.521	0.81
11089	0.625	0.122
11090	0.542	0.087
11091	0.625	0.53
11092	0.583	0.888
11093	0.458	0.843
11094	0.542	0.673
11095	0.479	0.2
11096	0.458	0.503
11097	0.458	0.395
11098	0.604	0.442
11099	0.521	0.464
11100	0.521	0.904
11101	0.521	0.846
11102	0.625	0.581
11103	0.646	0.809
11104	0.604	0.076
11105	0.604	0.684
11106	0.563	0.335
11107	0.479	0.216
11108	0.521	0.319
11109	0.438	0.625
11110	0.583	0.781
11111	0.438	0.294
11112	0.583	0.488
11113	0.646	0.522
11114	0.542	0.568
11115	0.5	0.56
11116	0.417	0.475
11117	0.667	0.903
11118	0.542	0.752
11119	0.521	0.735
11120	0.583	0.351
11121	0.646	0.164
11122	0.646	0.278
11123	0.604	0.698
11124	0.646	0.729
11125	0.479	0.789
11126	0.479	0.543
11127	0.604	0.299
11128	0.667	0.468
11129	0.604	0.834
11130	0.5	0.183
11131	0.667	0.723
11132	0.479	0.769
11133	0.479	0.185
11134	0.583	0.423
11135	0.604	0.652
11136	0.625	0.954
11137	0.646	0.363
11138	0.521	0.596
11139	0.438	0.055
11140	0.583	0.467
11141	0.542	0.56
11142	0.667	0.887
11143	0.458	0.068
11144	0.563	0.251
11145	0.583	0.283
11146	0.5	0.871
11147	0.479	0.067
11148	0.563	0.497
11149	0.479	0.133
11150	0.583	0.805
11151	0.646	0.699
11152	0.708	0.07
11153	0.417	0.205
11154	0.688	0.98
11155	0.458	0.485
11156	0.542	0.123
11157	0.542	0.037
11158	0.646	0.607
11159	0.625	0.547
11160	0.583	0.625
11161	0.5	0.654
11162	0.417	0.201
11163	0.438	0.078
11164	0.417	0.048
11165	0.5	0.145
11166	0.417	0.524
11167	0.542	0.193
11168	0.646	0.587
11169	0.604	0.639
11170	0.438	0.207
11171	0.667	0.845
11172	0.521	0.982
11173	0.5	0.115
11174	0.583	0.213
11175	0.542	0.615
11176	0.563	0.23
11177	0.625	0.696
11178	0.563	0.215
11179	0.583	0.629
11180	0.625	0.672
11181	0.479	0.277
11182	0.646	0.594
11183	0.521	0.72
11184	0.458	0.701
11185	0.563	0.595
11186	0.542	0.382
11187	0.583	0.315
11188	0.542	0.896
11189	0.521	0.751
11190	0.375	0.634
11191	0.708	0.778
11192	0.542	0.183
11193	0.563	0.757
11194	0.646	0.789
11195	0.646	0.283
11196	0.542	0.363
11197	0.521	0.097
11198	0.667	0.404
11199	0.5	0.622
11200	0.542	0.9
11201	0.563	0.352
11202	0.458	0.799
11203	0.583	0.867
11204	0.583	0.526
11205	0.5	0.217
11206	0.5	0.161
11207	0.458	0.116
11208	0.563	0.233
11209	0.458	0.869
11210	0.5	0.065
11211	0.542	0.256
11212	0.458	0.76
11213	0.542	0.718
11214	0.521	0.749
11215	0.521	0.667
11216	0.521	0.32
11217	0.542	0.509
11218	0.583	0.452
11219	0.583	0.896
11220	0.542	0.08
11221	0.688	0.508
11222	0.583	0.817
11223	0.583	0.819
11224	0.479	0.071
11225	0.458	0.819
11226	0.521	0.027
11227	0.604	0.735
11228	0.583	0.469
11229	0.563	0.309
11230	0.625	0.519
11231	0.458	0.085
11232	0.479	0.316
11233	0.604	0.657
11234	0.688	0.915
11235	0.604	0.112
11236	0.625	0.58
11237	0.521	0.241
11238	0.563	0.621
11239	0.479	0.136
11240	0.417	0.383
11241	0.5	0.111
11242	0.625	0.639
11243	0.521	0.603
11244	0.563	0.713
11245	0.625	0.882
11246	0.563	0.2
11247	0.688	0.92
11248	0.5	0.773
11249	0.458	0.335
11250	0.563	0.796
11251	0.667	0.799
11252	0.458	0.221
11253	0.583	0.416
11254	0.521	0.883
11255	0.563	0.129
11256	0.5	0.599
11257	0.438	0.388
11258	0.625	0.201
11259	0.521	0.32
11260	0.583	0.279
11261	0.542	0.379
11262	0.583	0.18
11263	0.625	0.989
11264	0.563	0.569
11265	0.542	0.283
11266	0.5	0.23
11267	0.458	0.439
11268	0.604	0.924
11269	0.583	0.609
11270	0.667	0.933
11271	0.667	0.448
11272	0.542	0.839
11273	0.5	0.029
11274	0.583	0.666
11275	0.438	0.055
11276	0.5	0.369
11277	0.563	0.837
11278	0.521	0.111
11279	0.646	0.683
11280	0.458	0.043
11281	0.479	0.472
11282	0.667	0.981
11283	0.417	0.193
11284	0.583	0.881
11285	0.625	0.67
11286	0.625	0.668
11287	0.521	0.763
11288	0.5	0.154
11289	0.604	0.824
11290	0.438	0.56
11291	0.479	0.558
11292	0.625	0.644
11293	0.604	0.827
11294	0.667	0.845
11295	0.5	0.602
11296	0.458	0.448
11297	0.479	0.561
11298	0.521	0.58
11299	0.521	0.882
11300	0.458	0.086
11301	0.708	0.7
11302	0.479	0.522
11303	0.583	0.754
11304	0.583	0.811
11305	0.542	0.77
11306	0.604	0.813
11307	0.583	0.046
11308	0.458	0.851
11309	0.458	0.279
11310	0.583	0.939
11311	0.563	0.159
11312	0.667	0.908
11313	0.5	0.85
11314	0.563	0.258
11315	0.583	0.597
11316	0.5	0.931
11317	0.521	0.224
11318	0.479	0.459
11319	0.583	0.864
11320	0.583	0.579
11321	0.438	0.417
11322	0.583	0.692
11323	0.396	0.096
11324	0.542	0.249
11325	0.521	0.123
11326	0.5	0.602
11327	0.625	0.917
11328	0.688	0.954
11329	0.479	0.392
11330	0.542	0.889
11331	0.521	0.651
11332	0.708	0.674
11333	0.667	0.936
11334	0.563	0.037
11335	0.667	0.114
11336	0.583	0.889
11337	0.396	0.516
11338	0.667	0.247
11339	0.583	0.081
11340	0.563	0.58
11341	0.583	0.461
11342	0.625	0.687
11343	0.458	0.684
11344	0.583	0.76
11345	0.521	0.555
11346	0.625	0.87
11347	0.479	0.704
11348	0.708	0.55
11349	0.563	0.273
11350	0.479	0.168
11351	0.667	0.298
11352	0.604	0.812
11353	0.583	0.063
11354	0.542	0.373
11355	0.5	0.467
11356	0.792	0.341
11357	0.583	0.903
11358	0.583	0.857
11359	0.5	0.135
11360	0.583	0.868
11361	0.583	0.51
11362	0.646	0.794
11363	0.583	0.293
11364	0.563	0.095
11365	0.646	0.778
11366	0.458	0.16
11367	0.646	0.297
11368	0.521	0.557
11369	0.479	0.077
11370	0.708	0.85
11371	0.583	0.295
11372	0.542	0.164
11373	0.604	0.625
11374	0.563	0.352
11375	0.667	0.097
11376	0.563	0.547
11377	0.5	0.127
11378	0.5	0.301
11379	0.604	0.34
11380	0.729	0.538
11381	0.563	0.858
11382	0.438	0.916
11383	0.563	0.467
11384	0.479	0.424
11385	0.542	0.473
11386	0.521	0.259
11387	0.646	0.781
11388	0.583	0.205
11389	0.688	0.973
11390	0.625	0.916
11391	0.604	0.606
11392	0.583	0.466
11393	0.479	0.188
11394	0.5	0.108
11395	0.563	0.073
11396	0.688	0.73
11397	0.625	0.295
11398	0.563	0.381
11399	0.479	0.635
11400	0.5	0.299
11401	0.646	0.623
11402	0.5	0.285
11403	0.5	0.714
11404	0.583	0.612
11405	0.542	0.642
11406	0.729	0.921
11407	0.646	0.016
11408	0.563	0.538
11409	0.479	0.169
11410	0.688	0.836
11411	0.479	0.052
11412	0.604	0.865
11413	0.583	0.123
11414	0.458	0.346
11415	0.583	0.355
11416	0.542	0.262
11417	0.563	0.127
11418	0.625	0.605
11419	0.646	0.711
11420	0.5	0.787
11421	0.604	0.926
11422	0.563	0.923
11423	0.521	0.811
11424	0.604	0.481
11425	0.5	0.044
11426	0.563	0.288
11427	0.438	0.384
11428	0.542	0.499
11429	0.625	0.616
11430	0.604	0.397
11431	0.625	0.861
11432	0.521	0.308
11433	0.563	0.5
11434	0.396	0.185
11435	0.646	0.873
11436	0.479	0.062
11437	0.604	0.606
11438	0.563	0.825
11439	0.625	0.835
11440	0.667	0.336
11441	0.5	0.456
11442	0.563	0.847
11443	0.604	0.841
11444	0.458	0.314
11445	0.521	0.447
11446	0.542	0.945
11447	0.563	0.683
11448	0.708	0.346
11449	0.667	0.321
11450	0.521	0.579
11451	0.417	0.261
11452	0.625	0.839
11453	0.729	0.41
11454	0.5	0.048
11455	0.396	0.212
11456	0.583	0.943
11457	0.583	0.148
11458	0.563	0.77
11459	0.625	0.829
11460	0.604	0.396
11461	0.542	0.071
11462	0.479	0.2
11463	0.604	0.049
11464	0.688	0.335
11465	0.438	0.579
11466	0.479	0.055
11467	0.563	0.225
11468	0.5	0.156
11469	0.604	0.964
11470	0.563	0.365
11471	0.521	0.568
11472	0.438	0.705
11473	0.542	0.93
11474	0.521	0.715
11475	0.521	0.063
11476	0.604	0.1
11477	0.75	0.782
11478	0.542	0.24
11479	0.563	0.132
11480	0.625	0.78
11481	0.563	0.447
11482	0.583	0.541
11483	0.479	0.088
11484	0.521	0.614
11485	0.583	0.603
11486	0.542	0.665
11487	0.479	0.018
11488	0.604	0.634
11489	0.604	0.052
11490	0.563	0.222
11491	0.604	0.095
11492	0.604	0.931
11493	0.542	0.754
11494	0.563	0.871
11495	0.563	0.384
11496	0.542	0.393
11497	0.688	0.982
11498	0.521	0.114
11499	0.521	0.548
11500	0.479	0.654
11501	0.563	0.705
11502	0.729	0.782
11503	0.604	0.556
11504	0.521	0.221
11505	0.458	0.109
11506	0.5	0.48
11507	0.417	0.143
11508	0.563	0.693
11509	0.396	0.213
11510	0.646	0.042
11511	0.604	0.688
11512	0.625	0.272
11513	0.542	0.508
11514	0.688	0.903
11515	0.688	0.627
11516	0.542	0.707
11517	0.563	0.488
11518	0.563	0.011
11519	0.5	0.686
11520	0.563	0.349
11521	0.625	0.57
11522	0.542	0.624
11523	0.667	0.263
11524	0.604	0.77
11525	0.479	0.058
11526	0.479	0.052
11527	0.667	0.957
11528	0.583	0.415
11529	0.563	0.972
11530	0.583	0.072
11531	0.563	0.162
11532	0.667	0.95
11533	0.583	0.028
11534	0.625	0.652
11535	0.458	0.575
11536	0.521	0.617
11537	0.646	0.913
11538	0.438	0.385
11539	0.458	0.279
11540	0.542	0.1
11541	0.479	0.924
11542	0.667	0.879
11543	0.458	0.093
11544	0.5	0.36
11545	0.542	0.183
11546	0.458	0.058
11547	0.5	0.18
11548	0.542	0.1
11549	0.563	0.059
11550	0.458	0.472
11551	0.521	0.389
11552	0.646	0.522
11553	0.625	0.165
11554	0.646	0.766
11555	0.521	0.275
11556	0.521	0.43
11557	0.521	0.674
11558	0.625	0.677
11559	0.5	0.136
11560	0.521	0.619
11561	0.479	0.094
11562	0.458	0.295
11563	0.792	0.629
11564	0.646	0.355
11565	0.521	0.962
11566	0.667	0.771
11567	0.688	0.98
11568	0.646	0.849
11569	0.646	0.831
11570	0.583	0.906
11571	0.604	0.7
11572	0.604	0.971
11573	0.583	0.245
11574	0.625	0.608
11575	0.521	0.557
11576	0.521	0.82
11577	0.646	0.935
11578	0.583	0.354
11579	0.667	0.531
11580	0.625	0.661
11581	0.625	0.802
11582	0.521	0.227
11583	0.542	0.19
11584	0.5	0.447
11585	0.521	0.551
11586	0.521	0.495
11587	0.438	0.556
11588	0.646	0.548
11589	0.583	0.653
11590	0.5	0.105
11591	0.521	0.68
11592	0.583	0.11
11593	0.583	0.591
11594	0.375	0.231
11595	0.5	0.389
11596	0.583	0.616
11597	0.667	0.406
11598	0.625	0.588
11599	0.625	0.7
11600	0.458	0.387
11601	0.688	0.799
11602	0.563	0.085
11603	0.729	0.873
11604	0.542	0.16
11605	0.729	0.94
11606	0.521	0.725
11607	0.583	0.135
11608	0.521	0.415
11609	0.5	0.072
11610	0.417	0.252
11611	0.521	0.131
11612	0.563	0.446
11613	0.563	0.187
11614	0.5	0.246
11615	0.5	0.585
11616	0.604	0.544
11617	0.563	0.011
11618	0.479	0.773
11619	0.729	0.938
11620	0.479	0.158
11621	0.542	0.416
11622	0.583	0.107
11623	0.708	0.972
11624	0.542	0.806
11625	0.729	0.66
11626	0.479	0.649
11627	0.542	0.095
11628	0.688	0.785
11629	0.625	0.326
11630	0.729	0.706
11631	0.625	0.632
11632	0.583	0.788
11633	0.479	0.624
11634	0.625	0.903
11635	0.625	0.675
11636	0.438	0.762
11637	0.604	0.225
11638	0.458	0.106
11639	0.583	0.22
11640	0.625	0.819
11641	0.479	0.276
11642	0.604	0.797
11643	0.604	0.482
11644	0.604	0.976
11645	0.563	0.908
11646	0.604	0.835
11647	0.521	0.358
11648	0.583	0.821
11649	0.458	0.385
11650	0.625	0.345
11651	0.458	0.013
11652	0.646	0.988
11653	0.563	0.203
11654	0.563	0.025
11655	0.604	0.295
11656	0.5	0.176
11657	0.625	0.146
11658	0.521	0.033
11659	0.667	0.338
11660	0.563	0.868
11661	0.563	0.953
11662	0.542	0.803
11663	0.625	0.705
11664	0.458	0.226
11665	0.646	0.518
11666	0.646	0.719
11667	0.563	0.829
11668	0.646	0.655
11669	0.542	0.04
11670	0.521	0.068
11671	0.417	0.012
11672	0.521	0.078
11673	0.625	0.43
11674	0.563	0.51
11675	0.583	0.315
11676	0.521	0.611
11677	0.479	0.291
11678	0.5	0.536
11679	0.542	0.323
11680	0.646	0.896
11681	0.479	0.437
11682	0.521	0.188
11683	0.646	0.255
11684	0.5	0.158
11685	0.563	0.71
11686	0.583	0.168
11687	0.583	0.019
11688	0.542	0.056
11689	0.542	0.109
11690	0.708	0.968
11691	0.625	0.201
11692	0.5	0.651
11693	0.646	0.879
11694	0.458	0.284
11695	0.563	0.952
11696	0.604	0.859
11697	0.625	0.861
11698	0.438	0.342
11699	0.542	0.387
11700	0.583	0.46
11701	0.563	0.257
11702	0.417	0.332
11703	0.563	0.711
11704	0.521	0.82
11705	0.417	0.409
11706	0.542	0.546
11707	0.604	0.66
11708	0.604	0.63
11709	0.5	0.224
11710	0.542	0.59
11711	0.583	0.746
11712	0.563	0.745
11713	0.708	0.984
11714	0.688	0.856
11715	0.646	0.333
11716	0.521	0.647
11717	0.625	0.266
11718	0.542	0.916
11719	0.563	0.145
11720	0.5	0.134
11721	0.583	0.22
11722	0.625	0.635
11723	0.563	0.209
11724	0.479	0.926
11725	0.563	0.447
11726	0.583	0.932
11727	0.563	0.153
11728	0.5	0.194
11729	0.521	0.221
11730	0.625	0.899
11731	0.688	0.606
11732	0.688	0.132
11733	0.646	0.782
11734	0.583	0.423
11735	0.521	0.968
11736	0.563	0.551
11737	0.583	0.712
11738	0.646	0.852
11739	0.667	0.398
11740	0.542	0.684
11741	0.563	0.271
11742	0.542	0.134
11743	0.375	0.045
11744	0.604	0.074
11745	0.438	0.134
11746	0.563	0.535
11747	0.563	0.744
11748	0.563	0.922
11749	0.583	0.897
11750	0.479	0.154
11751	0.438	0.167
11752	0.583	0.599
11753	0.646	0.54
11754	0.583	0.903
11755	0.625	0.798
11756	0.625	0.025
11757	0.625	0.558
11758	0.479	0.166
11759	0.667	0.951
11760	0.625	0.293
11761	0.583	0.565
11762	0.563	0.184
11763	0.688	0.838
11764	0.563	0.481
11765	0.646	0.74
11766	0.708	0.912
11767	0.583	0.924
11768	0.688	0.984
11769	0.438	0.857
11770	0.583	0.021
11771	0.604	0.297
11772	0.521	0.329
11773	0.521	0.157
11774	0.354	0.038
11775	0.542	0.83
11776	0.583	0.506
11777	0.563	0.58
11778	0.604	0.378
11779	0.583	0.115
11780	0.625	0.016
11781	0.417	0.771
11782	0.604	0.566
11783	0.625	0.792
11784	0.583	0.946
11785	0.646	0.581
11786	0.646	0.449
11787	0.479	0.343
11788	0.625	0.067
11789	0.542	0.039
11790	0.542	0.97
11791	0.604	0.254
11792	0.563	0.446
11793	0.563	0.33
11794	0.563	0.465
11795	0.667	0.213
11796	0.521	0.115
11797	0.604	0.31
11798	0.542	0.968
11799	0.604	0.278
11800	0.521	0.398
11801	0.583	0.428
11802	0.583	0.693
11803	0.646	0.736
11804	0.563	0.595
11805	0.417	0.161
11806	0.583	0.764
11807	0.583	0.402
11808	0.688	0.417
11809	0.604	0.381
11810	0.5	0.102
11811	0.604	0.028
11812	0.542	0.604
11813	0.583	0.426
11814	0.563	0.507
11815	0.604	0.715
11816	0.521	0.449
11817	0.688	0.609
11818	0.625	0.395
11819	0.583	0.224
11820	0.396	0.113
11821	0.563	0.598
11822	0.542	0.2
11823	0.604	0.501
11824	0.563	0.517
11825	0.646	0.66
11826	0.625	0.492
11827	0.667	0.592
11828	0.5	0.069
11829	0.563	0.757
11830	0.563	0.013
11831	0.708	0.457
11832	0.583	0.152
11833	0.625	0.947
11834	0.542	0.094
11835	0.417	0.324
11836	0.604	0.419
11837	0.646	0.562
11838	0.563	0.161
11839	0.604	0.397
11840	0.563	0.628
11841	0.542	0.466
11842	0.542	0.097
11843	0.521	0.926
11844	0.479	0.194
11845	0.604	0.549
11846	0.583	0.105
11847	0.646	0.624
11848	0.646	0.596
11849	0.604	0.555
11850	0.521	0.464
11851	0.5	0.305
11852	0.542	0.58
11853	0.5	0.836
11854	0.542	0.396
11855	0.542	0.348
11856	0.646	0.239
11857	0.646	0.343
11858	0.563	0.535
11859	0.458	0.241
11860	0.625	0.675
11861	0.542	0.047
11862	0.625	0.334
11863	0.542	0.268
11864	0.646	0.832
11865	0.563	0.804
11866	0.5	0.135
11867	0.625	0.076
11868	0.583	0.282
11869	0.583	0.945
11870	0.604	0.874
11871	0.563	0.238
11872	0.646	0.986
11873	0.667	0.8
11874	0.458	0.119
11875	0.563	0.076
11876	0.625	0.037
11877	0.5	0.275
11878	0.625	0.846
11879	0.646	0.562
11880	0.646	0.415
11881	0.542	0.601
11882	0.729	0.591
11883	0.563	0.162
11884	0.667	0.568
11885	0.521	0.244
11886	0.583	0.327
11887	0.479	0.733
11888	0.646	0.823
11889	0.708	0.905
11890	0.458	0.798
11891	0.542	0.495
11892	0.625	0.263
11893	0.688	0.834
11894	0.625	0.686
11895	0.542	0.808
11896	0.542	0.703
11897	0.583	0.072
11898	0.563	0.725
11899	0.479	0.249
11900	0.646	0.762
11901	0.563	0.903
11902	0.604	0.855
11903	0.563	0.781
11904	0.542	0.792
11905	0.542	0.047
11906	0.438	0.398
11907	0.542	0.279
11908	0.583	0.086
11909	0.417	0.186
11910	0.5	0.177
11911	0.729	0.848
11912	0.625	0.668
11913	0.604	0.487
11914	0.5	0.46
11915	0.625	0.303
11916	0.438	0.147
11917	0.604	0.886
11918	0.354	0.465
11919	0.563	0.306
11920	0.625	0.433
11921	0.604	0.305
11922	0.583	0.306
11923	0.625	0.686
11924	0.583	0.352
11925	0.708	0.806
11926	0.542	0.837
11927	0.5	0.907
11928	0.667	0.202
11929	0.542	0.662
11930	0.625	0.542
11931	0.646	0.775
11932	0.563	0.167
11933	0.604	0.777
11934	0.479	0.191
11935	0.583	0.468
11936	0.563	0.716
11937	0.583	0.715
11938	0.542	0.547
11939	0.396	0.374
11940	0.5	0.05
11941	0.688	0.51
11942	0.75	0.946
11943	0.604	0.573
11944	0.583	0.877
11945	0.708	0.751
11946	0.604	0.969
11947	0.5	0.306
11948	0.604	0.503
11949	0.625	0.449
11950	0.521	0.774
11951	0.542	0.595
11952	0.521	0.535
11953	0.521	0.613
11954	0.479	0.446
11955	0.563	0.129
11956	0.625	0.546
11957	0.5	0.117
11958	0.458	0.209
11959	0.542	0.315
11960	0.583	0.382
11961	0.583	0.374
11962	0.646	0.217
11963	0.542	0.026
11964	0.583	0.527
11965	0.354	0.28
11966	0.708	0.404
11967	0.625	0.252
11968	0.729	0.554
11969	0.563	0.329
11970	0.729	0.721
11971	0.563	0.871
11972	0.563	0.632
11973	0.667	0.316
11974	0.646	0.72
11975	0.667	0.318
11976	0.563	0.487
11977	0.625	0.978
11978	0.563	0.193
11979	0.646	0.885
11980	0.563	0.451
11981	0.729	0.589
11982	0.646	0.699
11983	0.646	0.259
11984	0.646	0.129
11985	0.688	0.783
11986	0.583	0.257
11987	0.75	0.828
11988	0.625	0.551
11989	0.583	0.052
11990	0.521	0.588
11991	0.583	0.866
11992	0.583	0.197
11993	0.583	0.137
11994	0.646	0.735
11995	0.563	0.519
11996	0.542	0.24
11997	0.604	0.682
11998	0.583	0.594
11999	0.625	0.814
12000	0.583	0.604
12001	0.542	0.878
12002	0.667	0.433
12003	0.583	0.022
12004	0.646	0.882
12005	0.646	0.64
12006	0.625	0.154
12007	0.479	0.698
12008	0.563	0.082
12009	0.479	0.526
12010	0.604	0.101
12011	0.604	0.557
12012	0.521	0.016
12013	0.708	0.922
12014	0.667	0.977
12015	0.583	0.603
12016	0.563	0.347
12017	0.604	0.787
12018	0.646	0.465
12019	0.563	0.65
12020	0.438	0.372
12021	0.708	0.716
12022	0.604	0.391
12023	0.688	0.912
12024	0.688	0.635
12025	0.5	0.116
12026	0.583	0.154
12027	0.458	0.179
12028	0.583	0.561
12029	0.729	0.815
12030	0.479	0.325
12031	0.542	0.906
12032	0.5	0.046
12033	0.667	0.065
12034	0.688	0.949
12035	0.5	0.102
12036	0.646	0.09
12037	0.521	0.057
12038	0.604	0.357
12039	0.646	0.938
12040	0.604	0.634
12041	0.688	0.307
12042	0.563	0.181
12043	0.792	0.965
12044	0.354	0.453
12045	0.75	0.808
12046	0.438	0.856
12047	0.646	0.402
12048	0.667	0.702
12049	0.813	0.687
12050	0.583	0.489
12051	0.75	0.786
12052	0.542	0.156
12053	0.792	0.973
12054	0.5	0.438
12055	0.688	0.521
12056	0.583	0.962
12057	0.396	0.161
12058	0.646	0.85
12059	0.521	0.674
12060	0.521	0.884
12061	0.542	0.433
12062	0.604	0.828
12063	0.625	0.037
12064	0.521	0.402
12065	0.417	0.073
12066	0.604	0.937
12067	0.479	0.086
12068	0.625	0.298
12069	0.542	0.227
12070	0.667	0.457
12071	0.604	0.315
12072	0.625	0.705
12073	0.563	0.219
12074	0.646	0.35
12075	0.479	0.015
12076	0.542	0.015
12077	0.646	0.492
12078	0.563	0.18
12079	0.521	0.378
12080	0.646	0.676
12081	0.625	0.685
12082	0.479	0.725
12083	0.542	0.294
12084	0.563	0.16
12085	0.667	0.974
12086	0.667	0.936
12087	0.625	0.729
12088	0.542	0.437
12089	0.688	0.668
12090	0.604	0.906
12091	0.625	0.743
12092	0.542	0.483
